,id,filename,vector,label
0,0,../../images/data/1865/189.jpg,[-0.25096622  0.7435304   0.838912   -3.521078  ],0
1,1,../../images/data/1865/77.jpg,[-0.5436823  -0.10326984  1.0646799  -0.4205    ],0
2,2,../../images/data/1865/162.jpg,[-0.41447374  0.44661018  0.6646136  -2.02169   ],0
3,3,../../images/data/1865/88.jpg,[-0.9406499 -1.0292201 -2.3084972 -1.0491766],0
4,4,../../images/data/1865/348.jpg,[ 1.8904815   0.66231036 -0.76767397 -1.9857684 ],0
5,5,../../images/data/1865/360.jpg,[ 0.23936597  0.19676135  1.0543251  -1.0924824 ],0
6,6,../../images/data/1865/228.jpg,[ 1.7571158 -2.1800349 -2.5409353 -3.3040576],0
7,7,../../images/data/1865/214.jpg,[-1.4900055 -1.5235583  1.3877678 -0.9279213],0
8,8,../../images/data/1865/200.jpg,[ 0.57028395 -1.4508235  -0.15945102 -1.8052111 ],0
9,9,../../images/data/1865/215.jpg,[ 0.57791835 -0.11530926  0.23742794 -0.820281  ],0
10,10,../../images/data/1865/229.jpg,[ 0.34132805 -0.33786324  1.0508664  -0.7033725 ],0
11,11,../../images/data/1865/375.jpg,[ 0.36174658  0.22297214  0.774297   -0.8424182 ],0
12,12,../../images/data/1865/349.jpg,[ 0.9825743  -1.2776079  -0.39045146 -1.293201  ],0
13,13,../../images/data/1865/177.jpg,[-0.11620652  0.11378673  1.2775881  -0.21011928],0
14,14,../../images/data/1865/89.jpg,[-0.20011833 -0.8463166   1.1480356   0.49071267],0
15,15,../../images/data/1865/188.jpg,[ 1.0200524  0.8512671 -1.2490344 -3.6133132],0
16,16,../../images/data/1865/76.jpg,[ 1.0747526  -0.37560442  0.12228106 -1.3702586 ],0
17,17,../../images/data/1865/62.jpg,[ 2.0394406  -1.5904212   0.14901195  0.0178877 ],0
18,18,../../images/data/1865/60.jpg,[ 0.1576964  -0.26955894  0.44954225 -1.2218804 ],0
19,19,../../images/data/1865/48.jpg,[ 1.0338546  -0.09755733 -0.5386796  -0.7766566 ],0
20,20,../../images/data/1865/149.jpg,[ 0.6770666  -0.5002582   0.53067684 -2.3448787 ],0
21,21,../../images/data/1865/161.jpg,[-0.8724212   1.5511175  -1.033479   -0.30509606],0
22,22,../../images/data/1865/388.jpg,[-0.14898965 -1.241827    0.2594597  -0.7889528 ],0
23,23,../../images/data/1865/377.jpg,[-0.3014054   0.13320027 -0.10803153 -2.3471313 ],0
24,24,../../images/data/1865/203.jpg,[-1.4196603   0.14980029  1.1724427  -3.1325023 ],0
25,25,../../images/data/1865/217.jpg,[ 0.6473153  -0.18054463  0.49164626 -1.6138892 ],0
26,26,../../images/data/1865/216.jpg,[-0.20191762 -0.10168686  1.1904794  -0.55888265],0
27,27,../../images/data/1865/362.jpg,[ 0.99830395  0.24069224  1.042443   -1.8276631 ],0
28,28,../../images/data/1865/376.jpg,[ 0.08313993 -0.53830457  0.08940624 -2.6736658 ],0
29,29,../../images/data/1865/389.jpg,[ 0.9611729  -0.39360598 -1.4755974   0.8589461 ],0
30,30,../../images/data/1865/174.jpg,[ 0.23072723  0.06142793 -0.28050306 -2.35589   ],0
31,31,../../images/data/1865/148.jpg,[ 0.25830916  0.5694516  -0.849715   -1.7513223 ],0
32,32,../../images/data/1865/49.jpg,[-0.34815446 -0.59920067  1.4948095  -0.24388191],0
33,33,../../images/data/1865/75.jpg,[ 0.5442024  -0.04345347  0.17826866 -1.4454143 ],0
34,34,../../images/data/1865/59.jpg,[-0.14266536  1.4343544   0.40920493 -1.0667381 ],0
35,35,../../images/data/1865/71.jpg,[ 1.1842169   0.23964022  0.69241905 -2.1970966 ],0
36,36,../../images/data/1865/170.jpg,[-0.54785484 -0.5185487  -0.47788695 -3.1951594 ],0
37,37,../../images/data/1865/164.jpg,[ 0.4172292   0.81941295  0.81549716 -1.2981296 ],0
38,38,../../images/data/1865/158.jpg,[-0.38210723 -0.8494656  -0.0954795  -2.097573  ],0
39,39,../../images/data/1865/372.jpg,[ 0.04215196  0.06354282  0.805943   -1.1051041 ],0
40,40,../../images/data/1865/366.jpg,[ 0.515023   -0.5081326   0.81320775 -1.0788556 ],0
41,41,../../images/data/1865/206.jpg,[ 0.758709  -0.2884796  0.591717  -1.9078236],0
42,42,../../images/data/1865/213.jpg,[ 0.59564793 -0.6686482   0.91468906 -0.25825736],0
43,43,../../images/data/1865/207.jpg,[ 0.14600423 -0.3289179  -0.24717976 -1.2130071 ],0
44,44,../../images/data/1865/367.jpg,[ 0.5148838  -0.37299326  0.1217923  -1.746906  ],0
45,45,../../images/data/1865/398.jpg,[ 0.56844074 -0.15389062  0.74555683 -1.4670136 ],0
46,46,../../images/data/1865/159.jpg,[-0.11859485  0.21053527  0.07208787 -0.67440057],0
47,47,../../images/data/1865/165.jpg,[ 2.6594195 -1.5251288 -2.4879124 -2.5651019],0
48,48,../../images/data/1865/64.jpg,[ 0.06391684 -0.3668703   0.73298335 -1.940646  ],0
49,49,../../images/data/1865/70.jpg,[ 0.10899732 -0.29953316  0.8653002  -1.3454001 ],0
50,50,../../images/data/1865/58.jpg,[ 0.62161046  0.26062033  0.40517184 -0.56477916],0
51,51,../../images/data/1865/198.jpg,[ 2.6760361  0.5043162 -0.7430606  1.5497067],0
52,52,../../images/data/1865/66.jpg,[-0.24299905  0.33536574  1.4318925  -1.3679323 ],0
